"district","city","province","postal_code"
"SANGA-SANGA","KUTAI KARTANEGARA","KALIMANTAN TIMUR","75254"
"SANGATTA SELATAN","KUTAI TIMUR","KALIMANTAN TIMUR","75683"
"SANGATTA UTARA","KUTAI TIMUR","KALIMANTAN TIMUR","75683"
"BONTANG SELATAN","BONTANG","KALIMANTAN TIMUR","75324"
"SAMARINDA ILIR","SAMARINDA","KALIMANTAN TIMUR","75115"
"SUNGAI PINANG","SAMARINDA","KALIMANTAN TIMUR","75117"
"SAMARINDA KOTA","SAMARINDA","KALIMANTAN TIMUR","75117"
"SEKOLAQ DARAT","KUTAI BARAT","KALIMANTAN TIMUR","75765"
"SAMARINDA ILIR","SAMARINDA","KALIMANTAN TIMUR","75114"
"SAMARINDA UTARA","SAMARINDA","KALIMANTAN TIMUR","75119"
"BALIKPAPAN SELATAN","BALIKPAPAN","KALIMANTAN TIMUR","76115"
"SAMARINDA ULU","SAMARINDA","KALIMANTAN TIMUR","77111"
"SAMARINDA ILIR","SAMARINDA","KALIMANTAN TIMUR","75116"
"ANGGANA","KUTAI KARTANEGARA","KALIMANTAN TIMUR","76131"
"TENGGARONG","KUTAI KARTANEGARA","KALIMANTAN TIMUR","75515"
"LONG MESANGAT (MESENGAT)","KUTAI TIMUR","KALIMANTAN TIMUR","75654"
"MUARA JAWA","KUTAI KARTANEGARA","KALIMANTAN TIMUR","75266"
"BONTANG SELATAN","BONTANG","KALIMANTAN TIMUR","75321"
"TELUK BAYUR","BERAU","KALIMANTAN TIMUR","77315"
"MUARA JAWA","KUTAI KARTANEGARA","KALIMANTAN TIMUR","75262"
"SAMARINDA ULU","SAMARINDA","KALIMANTAN TIMUR","75128"
"SUNGAI KUNJANG","SAMARINDA","KALIMANTAN TIMUR","75127"
"BALIKPAPAN TIMUR","BALIKPAPAN","KALIMANTAN TIMUR","76118"
"SUNGAI BOH","MALINAU","KALIMANTAN UTARA","77573"
"SEBATIK TENGAH","NUNUKAN","KALIMANTAN UTARA","77483"
"SEKATAK","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77263"
"TANJUNG PALAS","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77211"
"SEBUKU","NUNUKAN","KALIMANTAN UTARA","77482"
"BAHAU HULU","MALINAU","KALIMANTAN UTARA","77562"
"TANJUNG SELOR","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77212"
"TANJUNG PALAS UTARA","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77215"
"SEMBAKUNG","NUNUKAN","KALIMANTAN UTARA","77453"
"KRAYAN SELATAN","NUNUKAN","KALIMANTAN UTARA","77456"
"KRAYAN","NUNUKAN","KALIMANTAN UTARA","77456"
"SESAYAP HILIR","TANA TIDUNG","KALIMANTAN UTARA","77152"
"SEBATIK","NUNUKAN","KALIMANTAN UTARA","77483"
"SEBATIK BARAT","NUNUKAN","KALIMANTAN UTARA","77483"
"MALINAU SELATAN HILIR","MALINAU","KALIMANTAN UTARA","77554"
"MALINAU KOTA","MALINAU","KALIMANTAN UTARA","77554"
"LUMBIS OGONG","NUNUKAN","KALIMANTAN UTARA","77457"
"BETAYAU","TANA TIDUNG","KALIMANTAN UTARA","77152"
"MALINAU UTARA","MALINAU","KALIMANTAN UTARA","77554"
"MALINAU SELATAN","MALINAU","KALIMANTAN UTARA","77554"
"TANJUNG PALAS TIMUR","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77215"
"NUNUKAN","NUNUKAN","KALIMANTAN UTARA","77482"
"TULIN ONSOI","NUNUKAN","KALIMANTAN UTARA","77482"
"SEBATIK TIMUR","NUNUKAN","KALIMANTAN UTARA","77483"
"LUMBIS","NUNUKAN","KALIMANTAN UTARA","77457"
"KAYAN HILIR","MALINAU","KALIMANTAN UTARA","77571"
"SESAYAP","TANA TIDUNG","KALIMANTAN UTARA","77152"
"TARAKAN TIMUR","TARAKAN","KALIMANTAN UTARA","77115"
"MALINAU SELATAN HULU","MALINAU","KALIMANTAN UTARA","77554"
"MENTARANG","MALINAU","KALIMANTAN UTARA","77555"
"TARAKAN UTARA","TARAKAN","KALIMANTAN UTARA","77116"
"TARAKAN TIMUR","TARAKAN","KALIMANTAN UTARA","77124"
"TARAKAN TIMUR","TARAKAN","KALIMANTAN UTARA","77123"
"TARAKAN TENGAH","TARAKAN","KALIMANTAN UTARA","77113"
"TARAKAN BARAT","TARAKAN","KALIMANTAN UTARA","77111"
"TANJUNG PALAS","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77214"
"TARAKAN BARAT","TARAKAN","KALIMANTAN UTARA","77112"
"MALINAU BARAT","MALINAU","KALIMANTAN UTARA","77554"
"PUJUNGAN","MALINAU","KALIMANTAN UTARA","77562"
"SEBATIK UTARA","NUNUKAN","KALIMANTAN UTARA","77483"
"PESO","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77261"
"KAYAN SELATAN","MALINAU","KALIMANTAN UTARA","77573"
"TARAKAN TIMUR","TARAKAN","KALIMANTAN UTARA","77126"
"PESO HILIR / ILIR","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77261"
"TANJUNG PALAS BARAT","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77217"
"MENTARANG HULU","MALINAU","KALIMANTAN UTARA","77155"
"KAYAN HULU","MALINAU","KALIMANTAN UTARA","77572"
"SUNGAI TUBU","MALINAU","KALIMANTAN UTARA","77555"
"TARAKAN TIMUR","TARAKAN","KALIMANTAN UTARA","77125"
"NUNUKAN SELATAN","NUNUKAN","KALIMANTAN UTARA","77482"
"PULAU BUNYU","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77281"
"TANJUNG PALAS TENGAH","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77216"
"SEI MENGGARIS","NUNUKAN","KALIMANTAN UTARA","77482"
"TANA LIA (TANAH LIA)","TANA TIDUNG","KALIMANTAN UTARA","77453"
"TARAKAN TENGAH","TARAKAN","KALIMANTAN UTARA","77114"
"TANJUNG PALAS","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77216"
"TANJUNG PALAS","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77215"
"TANJUNG SELOR","BULUNGAN (BULONGAN)","KALIMANTAN UTARA","77211"
"LOLAYAN","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95771"
"PINOLOSIAN TENGAH","BOLAANG MONGONDOW SELATAN","SULAWESI UTARA","95775"
"SINONSAYANG","MINAHASA SELATAN","SULAWESI UTARA","95959"
"AERTEMBAGA (BITUNG TIMUR)","BITUNG","SULAWESI UTARA","95526"
"MANDOLANG","MINAHASA","SULAWESI UTARA","95661"
"TABUKAN SELATAN TENGAH","KEPULAUAN SANGIHE","SULAWESI UTARA","95858"
"LIKUPANG BARAT","MINAHASA UTARA","SULAWESI UTARA","95377"
"AIRMADIDI","MINAHASA UTARA","SULAWESI UTARA","95371"
"DAMAO (DAMAU)","KEPULAUAN TALAUD","SULAWESI UTARA","95872"
"TAHUNA BARAT","KEPULAUAN SANGIHE","SULAWESI UTARA","95818"
"SIAU TIMUR","KEPULAUAN SIAU TAGULANDANG BIARO (SITARO)","SULAWESI UTARA","95861"
"RAINIS","KEPULAUAN TALAUD","SULAWESI UTARA","95882"
"KALONGAN","KEPULAUAN TALAUD","SULAWESI UTARA","95871"
"BUNAKEN KEPULAUAN","MANADO","SULAWESI UTARA","95231"
"BOLAANG TIMUR","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95752"
"MELONGUANE","KEPULAUAN TALAUD","SULAWESI UTARA","95885"
"ESSANG SELATAN","KEPULAUAN TALAUD","SULAWESI UTARA","95883"
"DUMOGA TIMUR","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95772"
"TAMPAN AMMA","KEPULAUAN TALAUD","SULAWESI UTARA","95882"
"LANGOWAN TIMUR","MINAHASA","SULAWESI UTARA","95694"
"SANGKUB","BOLAANG MONGONDOW UTARA","SULAWESI UTARA","95762"
"LANGOWAN BARAT","MINAHASA","SULAWESI UTARA","95694"
"TAHUNA BARAT","KEPULAUAN SANGIHE","SULAWESI UTARA","95817"
"GEMEH","KEPULAUAN TALAUD","SULAWESI UTARA","95883"
"RANOWULU (BITUNG UTARA)","BITUNG","SULAWESI UTARA","95537"
"TAHUNA","KEPULAUAN SANGIHE","SULAWESI UTARA","95811"
"TAGULANDANG","KEPULAUAN SIAU TAGULANDANG BIARO (SITARO)","SULAWESI UTARA","95863"
"TATAPAAN","MINAHASA SELATAN","SULAWESI UTARA","95352"
"LEMBEAN TIMUR","MINAHASA","SULAWESI UTARA","95683"
"LANGOWAN SELATAN","MINAHASA","SULAWESI UTARA","95694"
"NUANGAN","BOLAANG MONGONDOW TIMUR","SULAWESI UTARA","95775"
"BEO UTARA","KEPULAUAN TALAUD","SULAWESI UTARA","95881"
"SANGTOMBOLANG","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95762"
"MODAYAG","BOLAANG MONGONDOW TIMUR","SULAWESI UTARA","95781"
"MALALAYANG","MANADO","SULAWESI UTARA","95115"
"TABUKAN UTARA","KEPULAUAN SANGIHE","SULAWESI UTARA","95856"
"BUNAKEN","MANADO","SULAWESI UTARA","95231"
"MANGANITU","KEPULAUAN SANGIHE","SULAWESI UTARA","95853"
"BOLAANG UKI","BOLAANG MONGONDOW SELATAN","SULAWESI UTARA","95774"
"TAMAKO","KEPULAUAN SANGIHE","SULAWESI UTARA","95855"
"SALIBABU","KEPULAUAN TALAUD","SULAWESI UTARA","95871"
"SIAU TIMUR SELATAN","KEPULAUAN SIAU TAGULANDANG BIARO (SITARO)","SULAWESI UTARA","95861"
"TOULUAAN SELATAN","MINAHASA TENGGARA","SULAWESI UTARA","95998"
"BOLAANG","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95752"
"MODAYAG BARAT","BOLAANG MONGONDOW TIMUR","SULAWESI UTARA","95781"
"TIKALA","MANADO","SULAWESI UTARA","95125"
"BEO","KEPULAUAN TALAUD","SULAWESI UTARA","95881"
"RATATOTOK","MINAHASA TENGGARA","SULAWESI UTARA","95997"
"TABUKAN SELATAN TENGGARA","KEPULAUAN SANGIHE","SULAWESI UTARA","95858"
"PINOGALUMAN","BOLAANG MONGONDOW UTARA","SULAWESI UTARA","95765"
"MALALAYANG","MANADO","SULAWESI UTARA","95163"
"RANOWULU (BITUNG UTARA)","BITUNG","SULAWESI UTARA","95535"
"LIKUPANG SELATAN","MINAHASA UTARA","SULAWESI UTARA","95375"
"SIAU BARAT UTARA","KEPULAUAN SIAU TAGULANDANG BIARO (SITARO)","SULAWESI UTARA","95862"
"LEMBEH UTARA","BITUNG","SULAWESI UTARA","95551"
"TAHUNA TIMUR","KEPULAUAN SANGIHE","SULAWESI UTARA","95814"
"BINTAUNA","BOLAANG MONGONDOW UTARA","SULAWESI UTARA","95763"
"POSIGADAN","BOLAANG MONGONDOW SELATAN","SULAWESI UTARA","95774"
"LEMBEH SELATAN (BITUNG SELATAN)","BITUNG","SULAWESI UTARA","95552"
"TAGULANDANG SELATAN","KEPULAUAN SIAU TAGULANDANG BIARO (SITARO)","SULAWESI UTARA","95863"
"MANGANITU SELATAN","KEPULAUAN SANGIHE","SULAWESI UTARA","95854"
"LOLAK","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95761"
"SIAU BARAT SELATAN","KEPULAUAN SIAU TAGULANDANG BIARO (SITARO)","SULAWESI UTARA","95862"
"TABUKAN SELATAN","KEPULAUAN SANGIHE","SULAWESI UTARA","95858"
"TAGULANDANG UTARA","KEPULAUAN SIAU TAGULANDANG BIARO (SITARO)","SULAWESI UTARA","95863"
"BELANG","MINAHASA TENGGARA","SULAWESI UTARA","95997"
"MAPANGET","MANADO","SULAWESI UTARA","95251"
"PUSOMAEN","MINAHASA TENGGARA","SULAWESI UTARA","95997"
"SIAU TENGAH","KEPULAUAN SIAU TAGULANDANG BIARO (SITARO)","SULAWESI UTARA","95861"
"RANOYAPO","MINAHASA SELATAN","SULAWESI UTARA","95999"
"TOMBATU","MINAHASA TENGGARA","SULAWESI UTARA","95996"
"KOTAMOBAGU UTARA","KOTAMOBAGU","SULAWESI UTARA","95713"
"KAIDIPANG","BOLAANG MONGONDOW UTARA","SULAWESI UTARA","95765"
"BILALANG","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95751"
"KOTAMOBAGU UTARA","KOTAMOBAGU","SULAWESI UTARA","95714"
"BOLANG ITANG TIMUR","BOLAANG MONGONDOW UTARA","SULAWESI UTARA","95764"
"PASSI BARAT","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95751"
"LEMBEH UTARA","BITUNG","SULAWESI UTARA","95558"
"TABUKAN TENGAH","KEPULAUAN SANGIHE","SULAWESI UTARA","95857"
"MAESA","BITUNG","SULAWESI UTARA","95511"
"MAESA","BITUNG","SULAWESI UTARA","95521"
"MAESA","BITUNG","SULAWESI UTARA","95522"
"AMURANG","MINAHASA SELATAN","SULAWESI UTARA","95954"
"TUMINITING","MANADO","SULAWESI UTARA","95239"
"MAESAAN","MINAHASA SELATAN","SULAWESI UTARA","95357"
"BOLANG ITANG BARAT","BOLAANG MONGONDOW UTARA","SULAWESI UTARA","95764"
"DUMOGA TENGGARA","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95772"
"TOMBARIRI","MINAHASA","SULAWESI UTARA","95651"
"MELONGUANE TIMUR","KEPULAUAN TALAUD","SULAWESI UTARA","95885"
"TENGA","MINAHASA SELATAN","SULAWESI UTARA","95355"
"BIARO","KEPULAUAN SIAU TAGULANDANG BIARO (SITARO)","SULAWESI UTARA","95864"
"WORI","MINAHASA UTARA","SULAWESI UTARA","95376"
"MAPANGET","MANADO","SULAWESI UTARA","95252"
"KOTABUNAN","BOLAANG MONGONDOW TIMUR","SULAWESI UTARA","95782"
"NUSA TABUKAN","KEPULAUAN SANGIHE","SULAWESI UTARA","95856"
"KAKAS BARAT","MINAHASA","SULAWESI UTARA","95682"
"ESSANG","KEPULAUAN TALAUD","SULAWESI UTARA","95883"
"KABARUAN","KEPULAUAN TALAUD","SULAWESI UTARA","95872"
"SIAU BARAT","KEPULAUAN SIAU TAGULANDANG BIARO (SITARO)","SULAWESI UTARA","95862"
"DUMOGA","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95772"
"WENANG","MANADO","SULAWESI UTARA","95113"
"WANEA","MANADO","SULAWESI UTARA","95117"
"BUNAKEN KEPULAUAN","MANADO","SULAWESI UTARA","95246"
"KOTAMOBAGU SELATAN","KOTAMOBAGU","SULAWESI UTARA","95717"
"WENANG","MANADO","SULAWESI UTARA","95121"
"TATOARENG","KEPULAUAN SANGIHE","SULAWESI UTARA","95854"
"NANUSA","KEPULAUAN TALAUD","SULAWESI UTARA","95884"
"RANOWULU (BITUNG UTARA)","BITUNG","SULAWESI UTARA","95533"
"PULUTAN","KEPULAUAN TALAUD","SULAWESI UTARA","95882"
"PINOLOSIAN TIMUR","BOLAANG MONGONDOW SELATAN","SULAWESI UTARA","95775"
"PAAL DUA","MANADO","SULAWESI UTARA","95127"
"DIMEMBE","MINAHASA UTARA","SULAWESI UTARA","95373"
"TUTUYAN","BOLAANG MONGONDOW TIMUR","SULAWESI UTARA","95782"
"DUMOGA BARAT","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95773"
"DUMOGA UTARA","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95772"
"LEMBEH SELATAN (BITUNG SELATAN)","BITUNG","SULAWESI UTARA","95551"
"RANOWULU (BITUNG UTARA)","BITUNG","SULAWESI UTARA","95531"
"TAHUNA TIMUR","KEPULAUAN SANGIHE","SULAWESI UTARA","95816"
"LIKUPANG TIMUR","MINAHASA UTARA","SULAWESI UTARA","95375"
"AMURANG BARAT","MINAHASA SELATAN","SULAWESI UTARA","95955"
"TAHUNA TIMUR","KEPULAUAN SANGIHE","SULAWESI UTARA","95815"
"ERIS","MINAHASA","SULAWESI UTARA","95683"
"TOMBATU TIMUR","MINAHASA TENGGARA","SULAWESI UTARA","95996"
"GIRIAN","BITUNG","SULAWESI UTARA","95544"
"GIRIAN","BITUNG","SULAWESI UTARA","95542"
"GIRIAN","BITUNG","SULAWESI UTARA","95511"
"GIRIAN","BITUNG","SULAWESI UTARA","95543"
"KOTAMOBAGU BARAT","KOTAMOBAGU","SULAWESI UTARA","95715"
"POIGAR","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95753"
"DUMOGA TENGAH","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95773"
"PINOLOSIAN","BOLAANG MONGONDOW SELATAN","SULAWESI UTARA","95775"
"PASSI TIMUR","BOLAANG MONGONDOW (BOLMONG)","SULAWESI UTARA","95751"
"KAUDITAN","MINAHASA UTARA","SULAWESI UTARA","95372"
"MADIDIR (BITUNG TENGAH)","BITUNG","SULAWESI UTARA","95513"
"REMBOKEN","MINAHASA","SULAWESI UTARA","95681"
"MAPANGET","MANADO","SULAWESI UTARA","95254"
"MAPANGET","MANADO","SULAWESI UTARA","95253"
"PAAL DUA","MANADO","SULAWESI UTARA","95129"
"TOMOHON UTARA","TOMOHON","SULAWESI UTARA","95416"
"TOMOHON UTARA","TOMOHON","SULAWESI UTARA","95415"
"TOMOHON UTARA","TOMOHON","SULAWESI UTARA","95417"
"TOMOHON UTARA","TOMOHON","SULAWESI UTARA","95418"
"MODOINDING","MINAHASA SELATAN","SULAWESI UTARA","95958"
"MAESA","BITUNG","SULAWESI UTARA","95523"
"KALAWAT","MINAHASA UTARA","SULAWESI UTARA","95378"
"KOMBI","MINAHASA","SULAWESI UTARA","95684"
"PINELENG","MINAHASA","SULAWESI UTARA","95661"
"TOMPASO","MINAHASA","SULAWESI UTARA","95693"
"TOMBULU","MINAHASA","SULAWESI UTARA","95661"
"TOMOHON TENGAH","TOMOHON","SULAWESI UTARA","95441"
"TOMOHON TENGAH","TOMOHON","SULAWESI UTARA","95442"
"TOMOHON SELATAN","TOMOHON","SULAWESI UTARA","95433"
"TONDANO UTARA","MINAHASA","SULAWESI UTARA","95614"
"TARERAN","MINAHASA SELATAN","SULAWESI UTARA","95953"
"KAWANGKOAN BARAT","MINAHASA","SULAWESI UTARA","95692"
"KAWANGKOAN","MINAHASA","SULAWESI UTARA","95692"
"SULUUN TARERAN","MINAHASA SELATAN","SULAWESI UTARA","95953"
"SINGKIL","MANADO","SULAWESI UTARA","95231"
"MOTOLING TIMUR","MINAHASA SELATAN","SULAWESI UTARA","95956"
"RANOWULU (BITUNG UTARA)","BITUNG","SULAWESI UTARA","95536"
"TOMPASO BARU","MINAHASA SELATAN","SULAWESI UTARA","95357"
"LANGOWAN UTARA","MINAHASA","SULAWESI UTARA","95694"
"AERTEMBAGA (BITUNG TIMUR)","BITUNG","SULAWESI UTARA","95521"
"TONDANO TIMUR","MINAHASA","SULAWESI UTARA","95612"
"SONDER","MINAHASA","SULAWESI UTARA","95691"
"KENDAHE","KEPULAUAN SANGIHE","SULAWESI UTARA","95852"
"KAKAS","MINAHASA","SULAWESI UTARA","95682"
"KEPULAUAN MARORE","KEPULAUAN SANGIHE","SULAWESI UTARA","95856"
"TOMOHON UTARA","TOMOHON","SULAWESI UTARA","95419"
"LEMBEH SELATAN (BITUNG SELATAN)","BITUNG","SULAWESI UTARA","95558"
"KEMA","MINAHASA UTARA","SULAWESI UTARA","95379"
"TONDANO UTARA","MINAHASA","SULAWESI UTARA","95615"
"TONDANO TIMUR","MINAHASA","SULAWESI UTARA","95613"
"MOTOLING BARAT","MINAHASA SELATAN","SULAWESI UTARA","95956"
"SINGKIL","MANADO","SULAWESI UTARA","95232"
"KAWANGKOAN UTARA","MINAHASA","SULAWESI UTARA","95692"
"MAPANGET","MANADO","SULAWESI UTARA","95259"
"TONDANO TIMUR","MINAHASA","SULAWESI UTARA","95611"
"TOMOHON UTARA","TOMOHON","SULAWESI UTARA","95413"
"TOMOHON UTARA","TOMOHON","SULAWESI UTARA","95414"
"KOTAMOBAGU TIMUR","KOTAMOBAGU","SULAWESI UTARA","95719"
"TAHUNA BARAT","KEPULAUAN SANGIHE","SULAWESI UTARA","95815"
"TALAWAAN","MINAHASA UTARA","SULAWESI UTARA","95373"
"SINGKIL","MANADO","SULAWESI UTARA","95234"
"WENANG","MANADO","SULAWESI UTARA","95122"
"AMURANG TIMUR","MINAHASA SELATAN","SULAWESI UTARA","95954"
"KOTAMOBAGU BARAT","KOTAMOBAGU","SULAWESI UTARA","95711"
"KOTAMOBAGU TIMUR","KOTAMOBAGU","SULAWESI UTARA","95712"
"TONDANO SELATAN","MINAHASA","SULAWESI UTARA","95618"
"TOMOHON TIMUR","TOMOHON","SULAWESI UTARA","95449"
"KUMELEMBUAI","MINAHASA SELATAN","SULAWESI UTARA","95956"
"RANOWULU (BITUNG UTARA)","BITUNG","SULAWESI UTARA","95538"
"TOMBATU UTARA","MINAHASA TENGGARA","SULAWESI UTARA","95996"
"TOMOHON SELATAN","TOMOHON","SULAWESI UTARA","95435"
"MOTOLING","MINAHASA SELATAN","SULAWESI UTARA","95956"
"TOMOHON SELATAN","TOMOHON","SULAWESI UTARA","95431"
"MAPANGET","MANADO","SULAWESI UTARA","95258"
"WENANG","MANADO","SULAWESI UTARA","95123"
"TUMPAAN","MINAHASA SELATAN","SULAWESI UTARA","95352"
"TOMBARIRI TIMUR","MINAHASA","SULAWESI UTARA","95651"
"TAHUNA TIMUR","KEPULAUAN SANGIHE","SULAWESI UTARA","95812"
"LEMBEH UTARA","BITUNG","SULAWESI UTARA","95559"
"LIRUNG","KEPULAUAN TALAUD","SULAWESI UTARA","95871"
"PASAN","MINAHASA TENGGARA","SULAWESI UTARA","95995"
"TOULUAAN","MINAHASA TENGGARA","SULAWESI UTARA","95998"
"RATAHAN","MINAHASA TENGGARA","SULAWESI UTARA","95995"
"TONDANO TIMUR","MINAHASA","SULAWESI UTARA","95614"
"TUMINITING","MANADO","SULAWESI UTARA","95238"
"MADIDIR (BITUNG TENGAH)","BITUNG","SULAWESI UTARA","95516"
"MADIDIR (BITUNG TENGAH)","BITUNG","SULAWESI UTARA","95515"
"MADIDIR (BITUNG TENGAH)","BITUNG","SULAWESI UTARA","95514"
"WENANG","MANADO","SULAWESI UTARA","95112"
"TAHUNA","KEPULAUAN SANGIHE","SULAWESI UTARA","95813"
"AERTEMBAGA (BITUNG TIMUR)","BITUNG","SULAWESI UTARA","95528"
"MALALAYANG","MANADO","SULAWESI UTARA","95162"
"MATUARI (BITUNG BARAT)","BITUNG","SULAWESI UTARA","95545"
"TONDANO BARAT","MINAHASA","SULAWESI UTARA","95616"
"BEO SELATAN","KEPULAUAN TALAUD","SULAWESI UTARA","95881"
"KOTAMOBAGU TIMUR","KOTAMOBAGU","SULAWESI UTARA","95718"
"TOMOHON TENGAH","TOMOHON","SULAWESI UTARA","95444"
"TOMOHON TENGAH","TOMOHON","SULAWESI UTARA","95445"
"TOMOHON TENGAH","TOMOHON","SULAWESI UTARA","95443"
"LEMBEH UTARA","BITUNG","SULAWESI UTARA","95555"
"MIANGAS","KEPULAUAN TALAUD","SULAWESI UTARA","95884"
"KOTAMOBAGU BARAT","KOTAMOBAGU","SULAWESI UTARA","95716"
"MORONGE","KEPULAUAN TALAUD","SULAWESI UTARA","95871"
"TIKALA","MANADO","SULAWESI UTARA","95129"
"MADIDIR (BITUNG TENGAH)","BITUNG","SULAWESI UTARA","95541"
"MAESA","BITUNG","SULAWESI UTARA","95512"
"WANEA","MANADO","SULAWESI UTARA","95119"
"TAHUNA BARAT","KEPULAUAN SANGIHE","SULAWESI UTARA","95811"
"LEMBEH SELATAN (BITUNG SELATAN)","BITUNG","SULAWESI UTARA","95556"
"BUNAKEN","MANADO","SULAWESI UTARA","95249"
"TOMOHON SELATAN","TOMOHON","SULAWESI UTARA","95437"
"RATAHAN TIMUR","MINAHASA TENGGARA","SULAWESI UTARA","95995"
"MAPANGET","MANADO","SULAWESI UTARA","95256"
"MAPANGET","MANADO","SULAWESI UTARA","95257"
"LEMBEH SELATAN (BITUNG SELATAN)","BITUNG","SULAWESI UTARA","95554"
"LEMBEH SELATAN (BITUNG SELATAN)","BITUNG","SULAWESI UTARA","95553"
"TOMOHON TIMUR","TOMOHON","SULAWESI UTARA","95446"
"TONDANO SELATAN","MINAHASA","SULAWESI UTARA","95619"
"TOMPASO BARAT","MINAHASA","SULAWESI UTARA","95693"
"AERTEMBAGA (BITUNG TIMUR)","BITUNG","SULAWESI UTARA","95524"
"MOTOLING TIMUR","MINAHASA SELATAN","SULAWESI UTARA","95999"
"AERTEMBAGA (BITUNG TIMUR)","BITUNG","SULAWESI UTARA","95529"
"TOMOHON SELATAN","TOMOHON","SULAWESI UTARA","95434"
"LEMBEH UTARA","BITUNG","SULAWESI UTARA","95557"
"PAAL DUA","MANADO","SULAWESI UTARA","95128"
"WANEA","MANADO","SULAWESI UTARA","95118"
"SARIO","MANADO","SULAWESI UTARA","95116"
"TONDANO BARAT","MINAHASA","SULAWESI UTARA","95615"
"TONDANO BARAT","MINAHASA","SULAWESI UTARA","95617"
"TOMOHON TIMUR","TOMOHON","SULAWESI UTARA","95447"
"MATUARI (BITUNG BARAT)","BITUNG","SULAWESI UTARA","95546"
"SARIO","MANADO","SULAWESI UTARA","95113"
"SARIO","MANADO","SULAWESI UTARA","95114"
"TAHUNA","KEPULAUAN SANGIHE","SULAWESI UTARA","95812"
"SILIAN RAYA","MINAHASA TENGGARA","SULAWESI UTARA","95998"
"AERTEMBAGA (BITUNG TIMUR)","BITUNG","SULAWESI UTARA","95527"
"MATUARI (BITUNG BARAT)","BITUNG","SULAWESI UTARA","95547"
"TOMOHON BARAT","TOMOHON","SULAWESI UTARA","95424"
"TOMOHON BARAT","TOMOHON","SULAWESI UTARA","95425"
"TOMOHON BARAT","TOMOHON","SULAWESI UTARA","95423"
"WENANG","MANADO","SULAWESI UTARA","95119"
"MATUARI (BITUNG BARAT)","BITUNG","SULAWESI UTARA","95539"
"RANOWULU (BITUNG UTARA)","BITUNG","SULAWESI UTARA","95532"
"TIKALA","MANADO","SULAWESI UTARA","95124"
"TIKALA","MANADO","SULAWESI UTARA","95126"
"WENANG","MANADO","SULAWESI UTARA","95124"
"TOMOHON UTARA","TOMOHON","SULAWESI UTARA","95411"
"TOMOHON UTARA","TOMOHON","SULAWESI UTARA","95412"
"TOMOHON SELATAN","TOMOHON","SULAWESI UTARA","95436"
"TONDANO UTARA","MINAHASA","SULAWESI UTARA","95371"
"TOMOHON SELATAN","TOMOHON","SULAWESI UTARA","95439"
"TOMOHON SELATAN","TOMOHON","SULAWESI UTARA","95432"
"KOTAMOBAGU TIMUR","KOTAMOBAGU","SULAWESI UTARA","95716"
"TOMOHON SELATAN","TOMOHON","SULAWESI UTARA","95438"
"WENANG","MANADO","SULAWESI UTARA","95111"
"MALALAYANG","MANADO","SULAWESI UTARA","95161"
"AERTEMBAGA (BITUNG TIMUR)","BITUNG","SULAWESI UTARA","95525"
"TOMOHON BARAT","TOMOHON","SULAWESI UTARA","95422"
"TOMOHON BARAT","TOMOHON","SULAWESI UTARA","95421"
"TOTIKUM (TOTIKUNG)","BANGGAI KEPULAUAN","SULAWESI TENGAH","94884"
"DAMPAL SELATAN","TOLI-TOLI","SULAWESI TENGAH","94554"
"BANGGAI TENGAH","BANGGAI KEPULAUAN","SULAWESI TENGAH","94891"
"MOUTONG","PARIGI MOUTONG","SULAWESI TENGAH","94479"
"PARIGI BARAT","PARIGI MOUTONG","SULAWESI TENGAH","94471"
"TILOAN","BUOL","SULAWESI TENGAH","94565"
"PELING TENGAH","BANGGAI KEPULAUAN","SULAWESI TENGAH","94883"
